Index,Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
2487,India,2019,Phishing,Education,6.29,344693,Hacker Group,Social Engineering,Encryption,19
2488,France,2016,Phishing,Education,37.57,380995,Unknown,Weak Passwords,VPN,60
2489,Brazil,2018,Malware,Banking,3.1,458185,Insider,Social Engineering,AI-based Detection,31
2490,Brazil,2022,Man-in-the-Middle,Education,91.69,581034,Insider,Social Engineering,VPN,67
2491,Russia,2019,Ransomware,Retail,19.97,722544,Hacker Group,Social Engineering,Encryption,14
2492,Brazil,2024,Phishing,IT,28.78,793783,Insider,Social Engineering,Firewall,17
2493,China,2023,SQL Injection,IT,53.21,620822,Unknown,Zero-day,Firewall,21
2494,Russia,2022,Ransomware,Healthcare,16.6,715102,Insider,Zero-day,Antivirus,2
2495,Russia,2021,Man-in-the-Middle,Banking,44.32,634390,Unknown,Zero-day,Antivirus,54
2496,Japan,2021,Ransomware,Government,10.34,791473,Nation-state,Weak Passwords,Firewall,58
2497,China,2022,Phishing,IT,41.81,631816,Unknown,Weak Passwords,Firewall,29
2498,Germany,2016,Malware,Banking,84.54,517353,Nation-state,Social Engineering,Antivirus,41
2499,Japan,2015,Malware,Telecommunications,40.38,118734,Insider,Unpatched Software,AI-based Detection,21
2500,India,2020,Man-in-the-Middle,Education,39.15,963367,Insider,Zero-day,Encryption,50
2501,Australia,2021,SQL Injection,Telecommunications,22.51,71557,Insider,Social Engineering,Antivirus,47
2502,Brazil,2017,Ransomware,Government,58.18,824704,Hacker Group,Zero-day,Antivirus,30
2503,Germany,2023,Man-in-the-Middle,Banking,92.48,1326,Nation-state,Social Engineering,Antivirus,11
2504,UK,2015,Phishing,Banking,51.38,630931,Insider,Zero-day,AI-based Detection,48
2505,Germany,2016,Phishing,Government,93.61,395731,Insider,Unpatched Software,AI-based Detection,64
2506,Australia,2017,Ransomware,Government,27.38,918816,Unknown,Weak Passwords,AI-based Detection,58
2507,Australia,2021,Malware,Healthcare,74.61,357205,Nation-state,Weak Passwords,Antivirus,21
2508,UK,2019,SQL Injection,IT,78.84,464960,Unknown,Unpatched Software,Encryption,24
2509,USA,2019,Ransomware,Telecommunications,65.7,51619,Insider,Unpatched Software,VPN,3
2510,Brazil,2017,Phishing,IT,81.04,850794,Unknown,Social Engineering,Antivirus,69
2511,France,2015,Man-in-the-Middle,Banking,27.2,559841,Nation-state,Unpatched Software,VPN,22
2512,China,2018,DDoS,Healthcare,86.38,685136,Nation-state,Weak Passwords,Antivirus,62
2513,Brazil,2016,Malware,Education,83.93,102797,Unknown,Weak Passwords,Firewall,17
2514,France,2022,Ransomware,Healthcare,40.36,439046,Insider,Social Engineering,VPN,42
2515,USA,2019,SQL Injection,Telecommunications,57.4,51312,Insider,Social Engineering,AI-based Detection,26
2516,Brazil,2022,Ransomware,Retail,1.42,510870,Unknown,Unpatched Software,AI-based Detection,35
2517,Russia,2021,SQL Injection,Government,66.5,348118,Hacker Group,Zero-day,VPN,42
2518,Australia,2016,Ransomware,Healthcare,47.18,509930,Unknown,Social Engineering,AI-based Detection,68
2519,UK,2016,Ransomware,IT,58.99,822380,Hacker Group,Zero-day,Firewall,26
2520,Germany,2022,SQL Injection,Banking,52.91,619669,Unknown,Unpatched Software,Antivirus,19
2521,Australia,2023,SQL Injection,Telecommunications,20.95,341111,Insider,Weak Passwords,VPN,14
2522,France,2018,Ransomware,Government,2.79,443730,Hacker Group,Weak Passwords,Antivirus,39
2523,Japan,2017,DDoS,IT,27.76,824968,Insider,Weak Passwords,Encryption,15
2524,Japan,2016,Man-in-the-Middle,Retail,58.77,172346,Nation-state,Social Engineering,AI-based Detection,51
2525,Germany,2022,DDoS,Telecommunications,51.95,919855,Hacker Group,Weak Passwords,Antivirus,56
2526,Germany,2021,Man-in-the-Middle,IT,90.57,254634,Hacker Group,Social Engineering,AI-based Detection,5
2527,France,2022,Phishing,Retail,39.15,724409,Unknown,Weak Passwords,Antivirus,56
2528,UK,2018,Phishing,Healthcare,95.3,269142,Unknown,Unpatched Software,Encryption,72
2529,India,2024,Phishing,Retail,92.48,32067,Insider,Unpatched Software,Antivirus,19
2530,Germany,2020,Malware,Government,32.2,591314,Hacker Group,Weak Passwords,Encryption,65
2531,Germany,2019,SQL Injection,Healthcare,91.72,149171,Hacker Group,Zero-day,VPN,64
2532,Brazil,2016,DDoS,IT,13.52,535205,Hacker Group,Social Engineering,AI-based Detection,53
2533,Germany,2022,Ransomware,Education,87.93,471889,Nation-state,Zero-day,Antivirus,4
2534,France,2019,Phishing,Healthcare,52.18,869751,Insider,Zero-day,Firewall,12
2535,Russia,2017,DDoS,Education,50.42,690010,Nation-state,Weak Passwords,Firewall,18
2536,Brazil,2017,Ransomware,Healthcare,32.9,433987,Unknown,Zero-day,AI-based Detection,21
2537,UK,2017,Phishing,Banking,1.54,31262,Unknown,Social Engineering,Firewall,56
2538,Australia,2022,Malware,Retail,32.26,824433,Nation-state,Unpatched Software,AI-based Detection,60
2539,Germany,2023,Man-in-the-Middle,Retail,23.28,651963,Insider,Unpatched Software,AI-based Detection,53
2540,France,2017,SQL Injection,Education,81.06,349070,Unknown,Zero-day,VPN,41
2541,USA,2024,Malware,Telecommunications,71.42,967411,Hacker Group,Social Engineering,AI-based Detection,47
2542,Japan,2021,SQL Injection,Retail,64.81,263770,Unknown,Social Engineering,Antivirus,62
2543,UK,2016,Phishing,Retail,85.89,714670,Hacker Group,Weak Passwords,VPN,32
2544,USA,2021,DDoS,Telecommunications,47.84,498904,Hacker Group,Zero-day,Antivirus,65
2545,USA,2024,Phishing,Education,47.95,569539,Unknown,Weak Passwords,Encryption,18
2546,China,2016,Man-in-the-Middle,Retail,82.52,217938,Nation-state,Weak Passwords,VPN,69
2547,China,2022,Ransomware,Retail,36.48,172607,Unknown,Zero-day,VPN,60
2548,India,2023,Man-in-the-Middle,Retail,95.66,424762,Insider,Unpatched Software,VPN,10
2549,Japan,2019,Man-in-the-Middle,IT,42.34,130309,Insider,Zero-day,AI-based Detection,56
2550,India,2018,DDoS,Government,65.11,95378,Insider,Social Engineering,Antivirus,67
2551,India,2017,Phishing,IT,53.95,920801,Nation-state,Zero-day,Antivirus,52
2552,Japan,2020,Man-in-the-Middle,Retail,91.36,551038,Insider,Social Engineering,Firewall,21
2553,China,2016,Malware,Telecommunications,85.8,962508,Unknown,Social Engineering,AI-based Detection,13
2554,France,2020,Malware,Healthcare,92.29,267554,Hacker Group,Social Engineering,Firewall,45
2555,Japan,2020,Ransomware,IT,25.3,76258,Unknown,Social Engineering,VPN,43
2556,Russia,2016,Malware,Banking,3.6,661377,Hacker Group,Weak Passwords,Antivirus,66
2557,Australia,2022,SQL Injection,Retail,56.62,310341,Unknown,Weak Passwords,Encryption,32
2558,Russia,2017,Phishing,Education,66.25,702883,Insider,Unpatched Software,VPN,31
2559,USA,2017,Malware,Education,78.38,516103,Hacker Group,Unpatched Software,Firewall,62
2560,USA,2015,Malware,Retail,84.7,542283,Hacker Group,Social Engineering,Firewall,64
2561,Russia,2016,SQL Injection,Government,43.75,173441,Hacker Group,Social Engineering,Antivirus,43
2562,France,2017,DDoS,Retail,67.36,856228,Hacker Group,Zero-day,Encryption,47
2563,UK,2019,Malware,IT,68.54,791265,Hacker Group,Social Engineering,Firewall,65
2564,USA,2019,Malware,Retail,45.42,969699,Hacker Group,Social Engineering,Firewall,63
2565,Russia,2023,Malware,Telecommunications,95,338867,Nation-state,Unpatched Software,AI-based Detection,34
2566,Japan,2018,Ransomware,Government,44.98,951249,Hacker Group,Weak Passwords,VPN,25
2567,USA,2022,Ransomware,IT,50.4,34584,Insider,Zero-day,Firewall,43
2568,Brazil,2021,Malware,Education,74.37,298836,Hacker Group,Social Engineering,Encryption,29
2569,Brazil,2018,Malware,Retail,27.82,526161,Unknown,Unpatched Software,AI-based Detection,12
2570,Brazil,2020,Phishing,Government,76.95,476308,Insider,Social Engineering,VPN,44
2571,China,2017,SQL Injection,Banking,29.39,206897,Unknown,Zero-day,Encryption,18
2572,Japan,2022,Malware,IT,1.92,2653,Nation-state,Unpatched Software,AI-based Detection,56
2573,UK,2024,Ransomware,Healthcare,90.37,540353,Hacker Group,Unpatched Software,Antivirus,68
2574,Germany,2015,Phishing,Retail,84.77,779922,Nation-state,Zero-day,Antivirus,50
2575,Germany,2016,Ransomware,Education,24.4,908906,Hacker Group,Weak Passwords,AI-based Detection,46
2576,Russia,2021,Man-in-the-Middle,Healthcare,28.34,446741,Nation-state,Weak Passwords,Firewall,20
2577,India,2023,Phishing,Education,9.95,317488,Insider,Social Engineering,VPN,46
2578,Brazil,2024,Phishing,IT,72.33,182613,Unknown,Unpatched Software,AI-based Detection,26
2579,UK,2018,Ransomware,IT,61.42,211305,Hacker Group,Zero-day,Encryption,27
2580,UK,2024,DDoS,Government,68.83,60379,Hacker Group,Unpatched Software,Firewall,32
2581,Russia,2020,Ransomware,Healthcare,11.11,785179,Unknown,Weak Passwords,VPN,2
2582,Russia,2022,SQL Injection,Telecommunications,1.99,652682,Insider,Social Engineering,Encryption,46
2583,Brazil,2022,SQL Injection,Banking,5.85,52649,Nation-state,Unpatched Software,Encryption,57
2584,Germany,2024,Man-in-the-Middle,Government,45.75,865871,Insider,Weak Passwords,Antivirus,58
2585,Russia,2022,DDoS,Retail,93.71,474552,Nation-state,Zero-day,Encryption,20
2586,France,2024,SQL Injection,Healthcare,5.7,400840,Insider,Social Engineering,VPN,57
2587,USA,2020,Phishing,Education,60.57,275819,Nation-state,Social Engineering,Firewall,69
2588,Brazil,2021,DDoS,Retail,89.79,454088,Hacker Group,Social Engineering,VPN,70
2589,France,2018,Phishing,Government,30.68,338619,Hacker Group,Unpatched Software,Antivirus,68
2590,Brazil,2018,Malware,Banking,31.56,940038,Hacker Group,Zero-day,Antivirus,24
2591,USA,2017,DDoS,Government,98.73,17805,Nation-state,Weak Passwords,Antivirus,31
2592,Japan,2020,SQL Injection,Telecommunications,92.13,244933,Nation-state,Social Engineering,AI-based Detection,37
2593,USA,2016,Phishing,Retail,71.14,198602,Unknown,Zero-day,Firewall,18
2594,India,2023,DDoS,Retail,73.85,504861,Unknown,Weak Passwords,Antivirus,65
2595,UK,2016,Malware,Telecommunications,91.24,695618,Nation-state,Social Engineering,Antivirus,14
2596,China,2022,Man-in-the-Middle,Healthcare,5.4,270732,Unknown,Weak Passwords,Firewall,31
2597,UK,2015,Phishing,Retail,77.58,270326,Nation-state,Social Engineering,Firewall,24
2598,Russia,2017,Man-in-the-Middle,Government,80.95,827534,Hacker Group,Unpatched Software,Firewall,29
2599,Germany,2020,Man-in-the-Middle,Retail,46.07,32499,Insider,Zero-day,Firewall,14
2600,Russia,2016,Malware,Telecommunications,52.2,279065,Hacker Group,Unpatched Software,VPN,62
2601,Germany,2017,Ransomware,Telecommunications,49.56,119598,Insider,Unpatched Software,Encryption,43
2602,Germany,2016,SQL Injection,Education,61.78,387500,Nation-state,Weak Passwords,AI-based Detection,30
2603,Brazil,2018,Phishing,Education,66.07,656031,Nation-state,Social Engineering,Encryption,36
2604,China,2022,Ransomware,Education,85.72,637259,Unknown,Zero-day,VPN,57
2605,Russia,2023,SQL Injection,Education,0.98,623106,Nation-state,Weak Passwords,Firewall,43
2606,India,2015,DDoS,Education,21.74,513867,Unknown,Zero-day,Firewall,34
2607,Australia,2023,Man-in-the-Middle,Healthcare,7.54,710871,Insider,Zero-day,Firewall,55
2608,India,2020,Malware,Healthcare,7.08,875225,Unknown,Zero-day,Antivirus,31
2609,Germany,2024,Malware,Retail,71.2,989625,Unknown,Social Engineering,Firewall,53
2610,China,2016,DDoS,Education,89.08,210433,Insider,Weak Passwords,AI-based Detection,63
2611,USA,2018,Malware,IT,26.31,709153,Hacker Group,Weak Passwords,VPN,45
2612,France,2020,Ransomware,IT,21.11,568832,Nation-state,Social Engineering,Firewall,12
2613,China,2022,Phishing,Retail,51.76,355545,Unknown,Weak Passwords,Encryption,68
2614,Germany,2019,Phishing,Education,90.91,112635,Insider,Weak Passwords,Firewall,55
2615,Brazil,2015,SQL Injection,Banking,89.39,988268,Unknown,Zero-day,VPN,44
2616,India,2021,Malware,Education,65.87,357399,Nation-state,Zero-day,Encryption,2
2617,Japan,2018,Man-in-the-Middle,Government,78.16,512258,Hacker Group,Weak Passwords,Encryption,32
2618,Australia,2024,Ransomware,Healthcare,24.21,180760,Nation-state,Weak Passwords,Encryption,34
2619,USA,2023,Man-in-the-Middle,Retail,81.16,691638,Unknown,Zero-day,Antivirus,17
2620,Russia,2019,Ransomware,IT,80.18,123757,Insider,Social Engineering,Encryption,54
2621,Germany,2018,DDoS,Telecommunications,70,702285,Hacker Group,Zero-day,AI-based Detection,46
2622,Australia,2022,DDoS,Education,9.73,907708,Unknown,Unpatched Software,AI-based Detection,44
2623,Australia,2015,DDoS,Healthcare,4.49,713160,Hacker Group,Unpatched Software,Encryption,26
2624,USA,2022,Malware,Banking,46.75,239200,Nation-state,Social Engineering,Encryption,8
2625,China,2016,DDoS,Healthcare,63.15,500521,Nation-state,Weak Passwords,Encryption,27
2626,India,2015,Phishing,IT,25.47,741259,Hacker Group,Unpatched Software,Antivirus,18
2627,Japan,2021,SQL Injection,Education,3.97,604843,Insider,Unpatched Software,AI-based Detection,40
2628,UK,2023,SQL Injection,Education,19.17,697610,Insider,Weak Passwords,Encryption,18
2629,Germany,2022,SQL Injection,IT,58.35,730850,Hacker Group,Weak Passwords,AI-based Detection,27
2630,Australia,2018,SQL Injection,IT,65.08,417807,Insider,Social Engineering,Firewall,46
2631,India,2020,Malware,Healthcare,3.74,58205,Hacker Group,Unpatched Software,Encryption,63
2632,India,2016,SQL Injection,Healthcare,33.11,830670,Unknown,Social Engineering,Antivirus,11
2633,Brazil,2024,Ransomware,Government,57.7,691990,Insider,Weak Passwords,Antivirus,41
2634,USA,2015,Ransomware,Retail,74.68,498089,Insider,Weak Passwords,Encryption,18
2635,China,2015,Ransomware,IT,86.82,748040,Insider,Weak Passwords,Firewall,18
2636,Brazil,2018,Ransomware,Healthcare,4.51,909979,Nation-state,Social Engineering,VPN,65
2637,Australia,2019,Man-in-the-Middle,Banking,27,286038,Nation-state,Social Engineering,Encryption,43
2638,Russia,2021,SQL Injection,Retail,82.88,479586,Insider,Zero-day,AI-based Detection,8
2639,Australia,2020,Phishing,Banking,42.03,454763,Hacker Group,Social Engineering,Firewall,14
2640,UK,2019,Phishing,Telecommunications,33.85,60183,Nation-state,Unpatched Software,AI-based Detection,17
2641,Russia,2018,Phishing,Education,94.6,596801,Nation-state,Weak Passwords,Antivirus,70
2642,China,2021,Ransomware,IT,71.9,698786,Hacker Group,Zero-day,Antivirus,21
2643,Japan,2021,DDoS,Telecommunications,94.23,441749,Nation-state,Unpatched Software,AI-based Detection,55
2644,China,2018,SQL Injection,Healthcare,76.4,966102,Hacker Group,Social Engineering,Firewall,1
2645,India,2017,Malware,Healthcare,66.29,430200,Unknown,Zero-day,Antivirus,48
2646,UK,2023,Ransomware,Banking,49.89,638668,Nation-state,Social Engineering,Encryption,47
2647,UK,2019,DDoS,Healthcare,81.91,127817,Nation-state,Weak Passwords,Antivirus,66
2648,Brazil,2017,Man-in-the-Middle,Government,14.54,491794,Nation-state,Zero-day,Encryption,4
2649,Germany,2024,Ransomware,IT,33.44,737958,Hacker Group,Social Engineering,Encryption,54
2650,Australia,2017,DDoS,Education,31.74,724207,Hacker Group,Weak Passwords,Firewall,54
2651,Germany,2018,SQL Injection,Healthcare,78.11,451780,Hacker Group,Unpatched Software,VPN,28
2652,India,2016,Man-in-the-Middle,Healthcare,8.25,875227,Unknown,Zero-day,AI-based Detection,20
2653,Brazil,2018,Malware,Banking,17.52,334945,Nation-state,Weak Passwords,Antivirus,33
2654,Australia,2023,DDoS,IT,81.89,525978,Unknown,Weak Passwords,Antivirus,12
2655,UK,2016,Phishing,Retail,37.29,761252,Insider,Weak Passwords,VPN,57
2656,China,2017,Phishing,Government,38.87,168075,Insider,Social Engineering,AI-based Detection,52
2657,Japan,2015,Ransomware,Banking,6.57,443408,Hacker Group,Weak Passwords,Encryption,71
2658,UK,2018,DDoS,IT,17.99,60917,Unknown,Zero-day,VPN,1
2659,USA,2017,Man-in-the-Middle,Banking,59.54,839892,Nation-state,Weak Passwords,Encryption,20
2660,Brazil,2021,Ransomware,Government,72.14,673933,Unknown,Zero-day,AI-based Detection,22
2661,USA,2021,Ransomware,Education,84.64,534283,Insider,Social Engineering,VPN,49
2662,UK,2022,DDoS,Education,32.2,49715,Insider,Unpatched Software,Encryption,72
2663,China,2022,SQL Injection,Banking,1.16,297461,Hacker Group,Zero-day,Firewall,15
2664,Russia,2021,SQL Injection,Healthcare,48.71,861410,Unknown,Social Engineering,VPN,7
2665,Germany,2016,DDoS,Telecommunications,14.28,547178,Insider,Social Engineering,Firewall,45
2666,Japan,2020,Ransomware,Banking,37.38,273660,Insider,Weak Passwords,Firewall,6
2667,Brazil,2023,Phishing,IT,23.01,195113,Unknown,Unpatched Software,Encryption,4
2668,China,2018,Man-in-the-Middle,Banking,9.77,881294,Insider,Unpatched Software,AI-based Detection,3
2669,USA,2024,Phishing,Government,58.64,146937,Hacker Group,Social Engineering,Firewall,10
2670,Russia,2016,Phishing,Healthcare,11.29,72191,Unknown,Weak Passwords,Antivirus,3
2671,Australia,2022,Man-in-the-Middle,Government,90.65,898589,Hacker Group,Zero-day,AI-based Detection,58
2672,Japan,2024,Malware,Telecommunications,30.66,430306,Nation-state,Weak Passwords,VPN,67
2673,Australia,2022,DDoS,IT,27.02,835814,Insider,Weak Passwords,Encryption,40
2674,Russia,2015,SQL Injection,IT,56.07,837322,Insider,Zero-day,AI-based Detection,25
2675,Russia,2019,SQL Injection,Telecommunications,10.88,299403,Unknown,Unpatched Software,Antivirus,23
2676,USA,2024,Man-in-the-Middle,Government,96.13,482492,Unknown,Social Engineering,Encryption,17
2677,China,2022,DDoS,IT,88.61,777010,Hacker Group,Weak Passwords,VPN,34
2678,Germany,2021,DDoS,IT,73.5,806210,Unknown,Weak Passwords,Antivirus,5
2679,China,2024,Malware,Government,1.17,281616,Nation-state,Unpatched Software,Encryption,6
2680,India,2023,Ransomware,Banking,42.02,827952,Hacker Group,Unpatched Software,AI-based Detection,21
2681,USA,2020,Malware,Retail,59.15,179586,Hacker Group,Social Engineering,VPN,27
2682,UK,2022,Phishing,Retail,26.63,725905,Hacker Group,Zero-day,VPN,54
2683,USA,2016,DDoS,Healthcare,30.49,723411,Hacker Group,Weak Passwords,AI-based Detection,40
2684,India,2024,Malware,Banking,14.01,141437,Nation-state,Weak Passwords,Firewall,10
2685,USA,2019,DDoS,Government,49.88,441744,Unknown,Weak Passwords,Firewall,40
2686,Japan,2016,Malware,Telecommunications,4.84,936738,Insider,Weak Passwords,Antivirus,8
2687,USA,2024,Malware,Education,75.51,822636,Insider,Social Engineering,Antivirus,63
2688,Australia,2018,Malware,Banking,68.32,843891,Unknown,Weak Passwords,Antivirus,31
2689,Russia,2020,DDoS,Healthcare,6.37,82576,Nation-state,Weak Passwords,VPN,40
2690,France,2024,Ransomware,Banking,97.53,759522,Unknown,Weak Passwords,VPN,39
2691,UK,2024,Ransomware,Banking,12.22,860343,Hacker Group,Weak Passwords,Antivirus,42
2692,Australia,2023,Malware,Government,55.72,14483,Nation-state,Weak Passwords,Firewall,36
2693,Japan,2023,Malware,Telecommunications,67.77,871255,Hacker Group,Social Engineering,AI-based Detection,24
